Strain,Stress
0.0,0.0
0.04004004004004004,0.08567535075560151
0.08008008008008008,0.16920280106262733
0.12012012012012012,0.2507190514334849
0.16016016016016016,0.3303608023805816
0.20020020020020018,0.40826475441632487
0.24024024024024024,0.4845676080531221
0.2802802802802803,0.5594060638033808
0.3203203203203203,0.6329168221795083
0.36036036036036034,0.7052365836939117
0.40040040040040037,0.776502048858999
0.44044044044044045,0.8468499181871774
0.4804804804804805,0.9164168921908541
0.5205205205205206,0.9853396713824369
0.5605605605605606,1.0537549562743327
0.6006006006006006,1.121799447378949
0.6406406406406406,1.189609845208694
0.6806806806806807,1.257322850275974
0.7207207207207207,1.3250710576741271
0.7607607607607607,1.3928999669690094
0.8008008008008007,1.4607718692418619
0.8408408408408409,1.5286457280714592
0.8808808808808809,1.5964805070365757
0.9209209209209209,1.664235169715986
0.960960960960961,1.731868679688465
1.001001001001001,1.7993400005327875
1.0410410410410411,1.8666080958277278
1.0810810810810811,1.9336319291520605
1.1211211211211212,2.0003704640845608
1.1611611611611612,2.0667826642040024
1.2012012012012012,2.132827493089161
1.2412412412412412,2.1984639143188094
1.2812812812812813,2.263650891471725
1.3213213213213213,2.3283473881266805
1.3613613613613613,2.392512367862451
1.4014014014014013,2.4561047942578114
1.4414414414414414,2.519083630891536
1.4814814814814814,2.5814078413423998
1.5215215215215214,2.6430377881160485
1.5615615615615615,2.7039609799937647
1.6016016016016015,2.7641895412006656
1.6416416416416417,2.8237364872021753
1.6816816816816818,2.882614833463716
1.7217217217217218,2.9408375954507124
1.7617617617617618,2.9984177886285863
1.8018018018018018,3.0553684284627614
1.8418418418418419,3.111702530418661
1.8818818818818819,3.16743310996171
1.921921921921922,3.2225731825573294
1.961961961961962,3.2771357636709424
2.002002002002002,3.3311338687679752
2.042042042042042,3.3845805133138476
2.0820820820820822,3.437488712773983
2.1221221221221223,3.4898714826138084
2.1621621621621623,3.541741838298743
2.2022022022022023,3.593112795294211
2.2422422422422423,3.6439973690656378
2.2822822822822824,3.6944085750784437
2.3223223223223224,3.7443594287980546
2.3623623623623624,3.793862945689891
2.4024024024024024,3.8429321409214663
2.4424424424424425,3.891578388174425
2.4824824824824825,3.939807573133036
2.5225225225225225,3.9876244359204196
2.5625625625625625,4.035033716659694
2.6026026026026026,4.082040155473978
2.6426426426426426,4.12864849248639
2.6826826826826826,4.174863467820046
2.7227227227227226,4.220689821598069
