Strain,Stress
0.0,0.0
0.004804804804804805,0.14515201301165315
0.00960960960960961,0.28993392943550966
0.014414414414414413,0.4343471611613257
0.01921921921921922,0.5783931200788573
0.024024024024024024,0.7220732180778604
0.028828828828828826,0.8653888670480914
0.033633633633633635,1.0083414788793064
0.03843843843843844,1.1509324654612605
0.04324324324324324,1.2931632386837109
0.04804804804804805,1.4350352104364132
0.05285285285285285,1.5765497926091232
0.05765765765765765,1.7177083970915978
0.06246246246246246,1.8585124357735925
0.06726726726726727,1.9989633205448638
0.07207207207207207,2.139062463295167
0.07687687687687687,2.278811275914259
0.08168168168168168,2.418211170291895
0.08648648648648648,2.5572635583178323
0.0912912912912913,2.6959698518818254
0.0960960960960961,2.834331462873631
0.1009009009009009,2.9723498031830053
0.1057057057057057,3.1100262846997047
0.1105105105105105,3.2473623193134853
0.1153153153153153,3.3843593189141035
0.12012012012012012,3.5210186953913136
0.12492492492492492,3.6573418606348733
0.12972972972972974,3.7933302265345388
0.13453453453453454,3.9289852049800635
0.13933933933933934,4.064308207861207
0.14414414414414414,4.199300647067724
0.14894894894894894,4.333963934489369
0.15375375375375375,4.468299482015902
0.15855855855855855,4.602308701537076
0.16336336336336335,4.735993004942646
0.16816816816816815,4.869353804122372
0.17297297297297295,5.002392510966006
0.17777777777777776,5.135110537363305
0.1825825825825826,5.267509295204029
0.1873873873873874,5.399590196377931
0.1921921921921922,5.531354652774765
0.196996996996997,5.6628040762842895
0.2018018018018018,5.7939398787962615
0.2066066066066066,5.924763472200434
0.2114114114114114,6.055276268386566
0.2162162162162162,6.185479679244412
0.221021021021021,6.31537511666373
0.2258258258258258,6.444963992534272
0.2306306306306306,6.5742477187457995
0.23543543543543544,6.703227707188064
0.24024024024024024,6.831905369750824
0.24504504504504504,6.9602821183238355
0.24984984984984984,7.088359364796851
0.25465465465465464,7.216138521059632
0.2594594594594595,7.343620999001932
0.26426426426426425,7.470808210513506
0.2690690690690691,7.597701567484113
0.27387387387387385,7.724302481803505
0.2786786786786787,7.850612365361442
0.28348348348348346,7.976632630047679
0.2882882882882883,8.102364687751972
0.29309309309309306,8.227809950364074
0.2978978978978979,8.352969829773746
0.30270270270270266,8.477845737870739
0.3075075075075075,8.602439086544814
0.3123123123123123,8.726751287685724
0.3171171171171171,8.85078375318323
0.3219219219219219,8.97453789492708
0.3267267267267267,9.098015124807034
0.33153153153153153,9.221216854712852
0.3363363363363363,9.34414449653428
0.34114114114114114,9.466799462161084
0.3459459459459459,9.589183163483016
0.35075075075075074,9.71129701238983
0.3555555555555555,9.833142420771289
0.36036036036036034,9.954720800517142
0.3651651651651652,10.076033563517148
0.36996996996996995,10.197082121661063
0.3747747747747748,10.317867886838643
0.37957957957957955,10.438392270939644
0.3843843843843844,10.558656685853821
0.38918918918918916,10.67866254347093
0.393993993993994,10.79841125568073
0.39879879879879876,10.917904234372973
0.4036036036036036,11.037142891437421
0.40840840840840836,11.156128638763825
0.4132132132132132,11.274862888241941
0.418018018018018,11.39334705176153
0.4228228228228228,11.51158254121234
0.4276276276276276,11.629570768484133
0.4324324324324324,11.747313145466661
0.43723723723723723,11.864811084049688
0.442042042042042,11.982065996122964
0.44684684684684683,12.099079293576246
0.4516516516516516,12.215852388299288
0.45645645645645644,12.332386692181847
0.4612612612612612,12.44868361711368
0.46606606606606604,12.564744574984545
0.4708708708708709,12.6805709776842
0.47567567567567565,12.796164237102388
0.4804804804804805,12.911525765128882
0.48528528528528525,13.026656973653427
0.4900900900900901,13.141559274565784
0.49489489489489485,13.256234079755709
0.4996996996996997,13.370682801112954
0.5045045045045045,13.484906850527278
0.5093093093093093,13.598907639888438
0.5141141141141141,13.712686581086189
0.518918918918919,13.826245086010285
0.5237237237237237,13.939584566550486
0.5285285285285285,14.052706434596546
0.5333333333333333,14.165612102038223
0.5381381381381382,14.278302980765265
0.5429429429429429,14.39078048266744
0.5477477477477477,14.503046019634494
0.5525525525525525,14.615101003556193
0.5573573573573574,14.726946846322285
0.5621621621621621,14.838584959822526
0.5669669669669669,14.95001675594668
0.5717717717717717,15.06124364658449
0.5765765765765766,15.172267043625727
0.5813813813813814,15.283088358960136
0.5861861861861861,15.393709004477477
0.590990990990991,15.50413039206751
0.5957957957957958,15.61435393361998
0.6006006006006006,15.724381041024657
0.6054054054054053,15.834213126171287
0.6102102102102102,15.94385160094963
0.615015015015015,16.05329787724944
0.6198198198198198,16.162553366960477
0.6246246246246246,16.271619481972493
0.6294294294294294,16.380497634175246
0.6342342342342342,16.489189235458493
0.639039039039039,16.597695697711988
0.6438438438438439,16.706018432825488
0.6486486486486486,16.81415885268875
0.6534534534534534,16.922118369191523
0.6582582582582582,17.029898394223572
0.6630630630630631,17.137500339674652
0.6678678678678679,17.244925617434518
0.6726726726726726,17.35217563939292
0.6774774774774774,17.459251817439622
0.6822822822822823,17.566155563464385
0.6870870870870871,17.672888289356948
0.6918918918918918,17.779451407007077
0.6966966966966966,17.88584632830453
0.7015015015015015,17.992074465139062
0.7063063063063063,18.098137229400425
0.711111111111111,18.20403603297838
0.7159159159159159,18.309772287762677
0.7207207207207207,18.415347405643082
0.7255255255255255,18.52076279850934
0.7303303303303303,18.626019878251213
0.7351351351351351,18.731120056758456
0.7399399399399399,18.83606474592083
0.7447447447447447,18.94085535762808
0.7495495495495496,19.045493303769973
0.7543543543543543,19.149979996236254
0.7591591591591591,19.254316846916694
0.7639639639639639,19.358505267701034
0.7687687687687688,19.46254667047904
0.7735735735735736,19.566442467140465
0.7783783783783783,19.67019406957506
