Strain,Stress
0.0,0.0
0.004704704704704705,0.05672073592746711
0.00940940940940941,0.11362856059856168
0.014114114114114115,0.1707222915205299
0.01881881881881882,0.22800074620061805
0.023523523523523524,0.2854627421460724
0.02822822822822823,0.34310709686413904
0.03293293293293294,0.40093262786206435
0.03763763763763764,0.4589381526470946
0.04234234234234234,0.5171224887264759
0.04704704704704705,0.5754844536074546
0.05175175175175176,0.6340228647972768
0.05645645645645646,0.6927365398031889
0.06116116116116116,0.751624296132437
0.06586586586586587,0.8106849512922675
0.07057057057057058,0.8699173227899263
0.07527527527527528,0.9293202281326599
0.07997997997997998,0.9888924848277146
0.08468468468468468,1.0486329103823364
0.0893893893893894,1.1085403223037724
0.0940940940940941,1.168613538099267
0.0987987987987988,1.2288513752760684
0.10350350350350351,1.2892526513414218
0.10820820820820821,1.349816183802573
0.11291291291291292,1.4105407901667695
0.11761761761761762,1.4714252879412573
0.12232232232232232,1.5324684946332814
0.12702702702702703,1.5936692277500897
0.13173173173173175,1.655026304798927
0.13643643643643644,1.7165385432870401
0.14114114114114115,1.7782047607216753
0.14584584584584584,1.8400237746100794
0.15055055055055055,1.9019944024594977
0.15525525525525527,1.964115461777177
0.15995995995995996,2.0263857700703634
0.16466466466466467,2.088804144846303
0.16936936936936936,2.151369403612241
0.17407407407407408,2.2140803638754263
0.1787787787787788,2.2769358431431033
0.18348348348348348,2.339934658922518
0.1881881881881882,2.4030756287209174
0.1928928928928929,2.4663575700455485
0.1975975975975976,2.529779300403655
0.2023023023023023,2.5933396373024857
0.20700700700700703,2.6570373982492845
0.21171171171171171,2.7208714007513
0.21641641641641643,2.784840462315778
0.22112112112112112,2.848943400449963
0.22582582582582583,2.9131790326611022
0.23053053053053055,2.9775461764564444
0.23523523523523523,3.042043649343231
0.23993993993993995,3.1066702688287116
0.24464464464464464,3.171424852420131
0.24934934934934935,3.2363062176247364
0.25405405405405407,3.301313181949773
0.25875875875875876,3.3664445629024886
0.2634634634634635,3.431699177990128
0.2681681681681682,3.4970758447199377
0.2728728728728729,3.5625733805991646
0.27757757757757756,3.628190603135054
0.2822822822822823,3.6939263298348526
0.286986986986987,3.7597793782058075
0.2916916916916917,3.8257485657551635
0.2963963963963964,3.8918327099901666
0.3011011011011011,3.9580306284180655
0.3058058058058058,4.024341138546105
0.31051051051051054,4.09076305788153
0.3152152152152152,4.157295203931588
0.3199199199199199,4.223936394203525
0.32462462462462466,4.290685446204586
0.32932932932932935,4.357541177442021
0.33403403403403403,4.424502405423075
0.3387387387387387,4.49156794765499
0.34344344344344346,4.558736621645017
0.34814814814814815,4.6260072449004
0.35285285285285284,4.693378634928384
0.3575575575575576,4.760849609236221
0.36226226226226227,4.828418985331151
0.36696696696696696,4.896085580720422
0.3716716716716717,4.963848212911281
0.3763763763763764,5.031705699410975
0.3810810810810811,5.099656857726749
0.3857857857857858,5.16770050536585
0.3904904904904905,5.235835459835522
0.3951951951951952,5.3040605386430135
0.39989989989989994,5.37237455929557
0.4046046046046046,5.440776339300439
0.4093093093093093,5.5092646961648635
0.41401401401401405,5.577838447396094
0.41871871871871874,5.646496410501375
0.42342342342342343,5.715237402987951
0.4281281281281281,5.7840602423630685
0.43283283283283286,5.852963746133978
0.43753753753753755,5.92194673180792
0.44224224224224223,5.991008016892143
0.446946946946947,6.060146418893896
0.45165165165165166,6.12936075532042
0.45635635635635635,6.198649843678966
0.4610610610610611,6.26801250147678
0.4657657657657658,6.337447546221102
0.47047047047047047,6.406953795419185
0.4751751751751752,6.476530066578274
0.4798798798798799,6.546175177205613
0.4845845845845846,6.615887944808448
0.4892892892892893,6.685667186894029
0.493993993993994,6.755511720969599
0.4986986986986987,6.825420364542405
0.5034034034034034,6.895391935119694
0.5081081081081081,6.965425250208711
0.5128128128128129,7.0355191273167055
0.5175175175175175,7.1056723839509175
0.5222222222222223,7.175883837618599
0.526926926926927,7.246152305826992
0.5316316316316316,7.316476606083346
0.5363363363363364,7.386855555894908
0.541041041041041,7.457287972768919
0.5457457457457457,7.527772674212629
0.5504504504504505,7.598308477733287
0.5551551551551551,7.668894200838133
0.5598598598598599,7.739528661034418
0.5645645645645646,7.810210675829384
0.5692692692692692,7.880939062730282
0.573973973973974,7.951712639244356
0.5786786786786787,8.022530222878851
0.5833833833833834,8.093390631141016
0.5880880880880881,8.164292681538093
0.5927927927927928,8.235235191577333
0.5974974974974975,8.30621697876598
0.6022022022022022,8.37723686061128
0.606906906906907,8.448293654620478
0.6116116116116116,8.519386178300824
0.6163163163163163,8.590513249159564
0.6210210210210211,8.66167368470394
0.6257257257257257,8.732866302441199
0.6304304304304305,8.804089919878589
0.6351351351351352,8.87534335452336
0.6398398398398398,8.946625423882752
0.6445445445445446,9.017934945464013
0.6492492492492493,9.08927073677439
0.653953953953954,9.16063161532113
0.6586586586586587,9.232016398611478
0.6633633633633634,9.303423904152679
0.6680680680680681,9.37485294945198
0.6727727727727728,9.44630235201663
0.6774774774774774,9.51777092935387
0.6821821821821822,9.589257498970955
0.6868868868868869,9.660760878375124
0.6915915915915916,9.732279885073622
0.6962962962962963,9.8038133365737
0.701001001001001,9.875360050382602
0.7057057057057057,9.946918844007575
0.7104104104104104,10.018488534955862
0.7151151151151152,10.090067940734718
0.7198198198198198,10.161655878851379
0.7245245245245245,10.233251166813098
0.7292292292292293,10.304852622127118
0.7339339339339339,10.376459062300684
0.7386386386386387,10.448069304841045
0.7433433433433434,10.51968216725545
0.748048048048048,10.591296467051137
0.7527527527527528,10.662911021735361
0.7574574574574575,10.734524648815363
