Strain,Stress
0.0,0.0
0.04004004004004004,0.1279314345995539
0.08008008008008008,0.25613810275897286
0.12012012012012012,0.3845444002853411
0.16016016016016016,0.5130747229857426
0.20020020020020018,0.6416534666672616
0.24024024024024024,0.7702050271369821
0.2802802802802803,0.8986538002019883
0.3203203203203203,1.0269241816693642
0.36036036036036034,1.1549405673461937
0.40040040040040037,1.282627353039561
0.44044044044044045,1.409908934556551
0.4804804804804805,1.5367097077042469
0.5205205205205206,1.6629540682897332
0.5605605605605606,1.7885664121200937
0.6006006006006006,1.913471135002412
0.6406406406406406,2.0375926327437743
0.6806806806806807,2.1608553011512623
0.7207207207207207,2.2831847484631425
0.7607607607607607,2.4045323043681313
0.8008008008008007,2.524873872066084
0.8408408408408409,2.6441863374501366
0.8808808808808809,2.7624465864134264
0.9209209209209209,2.8796315048490873
0.960960960960961,2.9957179786502586
1.001001001001001,3.110682893710076
1.0410410410410411,3.2245031359216747
1.0810810810810811,3.3371555911781927
1.1211211211211212,3.448617145372766
1.1611611611611612,3.55886468439853
1.2012012012012012,3.6678750941486213
1.2412412412412412,3.7756252605161778
1.2812812812812813,3.8820920693943357
1.3213213213213213,3.9872524066762307
1.3613613613613613,4.091083158254999
1.4014014014014013,4.193561210023778
1.4414414414414414,4.294663447875704
1.4814814814814814,4.394366757703914
1.5215215215215214,4.492649329037247
1.5615615615615615,4.589514648548346
1.6016016016016015,4.6849891416153495
1.6416416416416417,4.77910006414779
1.6816816816816818,4.871874672055202
1.7217217217217218,4.963340221247117
1.7617617617617618,5.053523967633072
1.8018018018018018,5.142453167122599
1.8418418418418419,5.230155075625232
1.8818818818818819,5.3166569490505085
1.921921921921922,5.401986043307957
1.961961961961962,5.486169614307114
2.002002002002002,5.569234917957514
2.042042042042042,5.651209210168689
2.0820820820820822,5.732119746850172
2.1221221221221223,5.811993783911501
2.1621621621621623,5.890858577262204
2.2022022022022023,5.96874138281182
2.2422422422422423,6.045669456469881
2.2822822822822824,6.121670054145921
2.3223223223223224,6.196770431749474
2.3623623623623624,6.270997845190071
2.4024024024024024,6.344379549849336
2.4424424424424425,6.416939892326592
2.4824824824824825,6.488693494257971
2.5225225225225225,6.559652947296852
2.5625625625625625,6.629830843096615
2.6026026026026026,6.69923977331064
2.6426426426426426,6.7678923295923035
2.6826826826826826,6.835801103594983
2.7227227227227226,6.902978686972063
2.7627627627627627,6.969437671376918
2.8028028028028027,7.03519064846293
2.8428428428428427,7.100250209883475
2.8828828828828827,7.1646289472919324
2.9229229229229228,7.228339452341683
2.962962962962963,7.291394316686106
3.003003003003003,7.353806131978576
3.043043043043043,7.415587489872479
3.083083083083083,7.476750982021187
3.123123123123123,7.537309200078082
3.163163163163163,7.597274735696544
3.203203203203203,7.656660180529951
3.2432432432432434,7.715478126231682
3.2832832832832834,7.7737411644551155
3.3233233233233235,7.83146188685363
3.3633633633633635,7.888652885080605
3.4034034034034035,7.945326750789419
3.4434434434434436,8.001496075633451
3.4834834834834836,8.057173451266083
3.5235235235235236,8.112371206460548
3.5635635635635636,8.167097534998824
3.6036036036036037,8.22135734121377
3.6436436436436437,8.275155438445658
3.6836836836836837,8.328496640034752
3.7237237237237237,8.381385759321326
3.7637637637637638,8.433827609645645
3.803803803803804,8.485827004347978
3.843843843843844,8.537388756768598
